,R22_S34,R35_S69,R34_S99,R26_S38,R31_S42,R28_S37,R27_S43,R24_S40,R21_S76,R40_S61,R36_S84,R38_S25,R33_S57,R37_S78,R29_S51,R25_S44,R32_S26,R30_S50,R23_S59,R39_S64
MEG_2866|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethionamide-resistant_mutant|ETHA|RequiresSNPConfirmation,2,0,4,0,0,2,2,0,2,4,0,0,2,2,0,0,0,0,1,2
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
MEG_3816|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,1,0,0,1,0,1,20,0,1,2,5,5,4,34,0,2,17,0,0,0
MEG_4316|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
MEG_3895|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_2143|Metals|Copper_resistance|Copper_resistance_protein|CTPV,0,2,2,0,0,0,0,0,6,2,2,2,5,18,0,0,1,0,0,0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,0,0,0,0,0,0,0,2,12,0,0,0,1,0,0,0,0,0,0
MEG_3205|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2,0,14,0,0,0,4,6,9,4,6,2,4,22,0,0,0,0,12,4
MEG_993|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,1,0,0,0
MEG_2971|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_2775|Drugs|MLS|23S_rRNA_methyltransferases|ERM32,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_3162|Drugs|betalactams|Class_B_betalactamases|GOB,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_266|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
MEG_6127|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,42,40,134,13,14,29,55,46,387,8,182,29,58,77,0,0,30,11,370,20
MEG_5412|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRD,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
MEG_2926|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,2,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0
MEG_5415|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|PCM,6,0,7,0,0,0,2,0,4,0,1,2,0,6,0,0,0,0,0,2
MEG_5822|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
MEG_970|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_2270|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,2,0,0,4,0,0,6,0,13,0,0,5,3,6,0,0,0,0,1,0
MEG_4981|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_3049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPTA,2,0,6,2,0,0,4,4,9,0,8,0,4,10,0,0,0,0,2,2
MEG_3984|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,50,62,179,30,26,40,112,43,370,57,194,50,176,223,6,7,73,6,28,51
MEG_7594|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,2,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
MEG_213|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0
MEG_2916|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
MEG_6399|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
MEG_4311|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_5794|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|PMPM,2,0,8,0,0,0,2,0,24,0,12,4,2,2,0,0,0,0,4,2
MEG_5480|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MEG_5753|Drugs|betalactams|Class_A_betalactamases|PENI,0,0,0,2,0,0,2,0,2,0,0,6,2,2,0,0,8,0,2,0
MEG_5225|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
MEG_4611|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3778|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,0,2,0,0,0
MEG_4019|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MEG_1030|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,3,0
MEG_3316|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_7829|Metals|Copper_resistance|Copper_resistance_regulator|YFMP,2,0,0,0,0,6,2,0,0,0,0,0,4,2,0,0,0,0,0,0
MEG_7234|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0,0,2,0,0,0,0,0,0,0,1,1,4,15,0,1,0,0,0,5
MEG_6038|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MEG_2931|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
MEG_992|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5557|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_7577|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_931|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4385|Drugs|betalactams|Class_D_betalactamases|OXA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,0,0,2,0,0,0,0,0,0,98,2,0,0,2,0,0,2,0,0,0
MEG_7021|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0
MEG_7642|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|VCMA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,2,0,0,0,0,0,0,0,0,46,4,0,2,0,0,0,0,0,0,0
MEG_623|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5413|Metals|Lead_resistance|Lead_P-type_ATPase_regulator|PBRR,2,0,2,0,0,0,2,0,12,0,2,0,0,0,0,0,0,0,0,2
MEG_3731|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,2,0,0,2,0,2,6,0,0,0,0,0,0,0,2,0,0,0
MEG_4226|Drugs|betalactams|Class_C_betalactamases|OCH,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,20,2,23,21,2,5,159,4,29,3,13,29,34,326,2,13,178,0,16,2
MEG_1768|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_811|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
MEG_4775|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC,0,0,2,0,2,2,0,2,4,0,0,0,0,2,0,2,0,0,2,8
MEG_7334|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5173|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0
MEG_3850|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_7593|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,2,2,4,0,0,0,0,2,0,2,2,4,0,6,0,0,0,0,0,0
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,296,253,1040,307,184,221,1017,452,5982,2430,1496,300,493,1560,14,61,376,46,2733,284
MEG_7298|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGV,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
MEG_4185|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7332|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7431|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,0,4,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0
MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0,0,2,0,0,3,13,3,4,0,4,2,4,37,0,0,5,0,0,0
MEG_2560|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_3234|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2,0,9,0,1,1,2,3,6,2,5,2,3,8,0,0,1,0,1,2
MEG_1128|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,2,0,2,0,3,0,0,0,0,4,0,0,0,0,2,0
MEG_7385|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3240|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,18,2,24,5,4,8,4,4,23,0,10,4,7,11,0,1,4,1,8,4
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,0,0,0,0,0,0,0,0,0,139,2,0,0,6,0,0,0,0,0,0
MEG_1474|Drugs|betalactams|Class_A_betalactamases|BRO,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0
MEG_134|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_202|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0
MEG_7297|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGT,0,2,4,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0
MEG_7323|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPA,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
MEG_7462|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0
MEG_3047|Drugs|betalactams|Class_C_betalactamases|FOX,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_530|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,0,0,4,2,0,2,0,2,2,12,2,0,0,6,0,0,0,0,0,2
MEG_2575|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_2251|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_7005|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET52,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,0
MEG_6824|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_4428|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_51|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,2,0,0,0,3,0,0,0,2,0,2,12,0,0,0,0,0,0
MEG_2878|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABV,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
MEG_979|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEG_962|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0
MEG_2939|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,16,8,28,3,10,8,44,9,497,2,68,14,71,23,0,1,10,5,120,14
MEG_3437|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
MEG_5543|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MEG_2008|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRA,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_4090|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|MUPA,4,2,2,2,0,2,6,0,8,0,2,4,2,6,0,0,0,0,2,0
MEG_2670|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|DRRA,0,2,0,0,0,0,2,0,1,0,6,0,6,2,0,0,0,0,2,2
MEG_7684|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0
MEG_6879|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_5709|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_3270|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|HMRR,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,2,0,0,0
MEG_7254|Drugs|betalactams|Class_A_betalactamases|TLA,0,0,0,0,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0
MEG_5278|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,2,0,6,0,0,0,6,2,8,232,3,2,4,21,0,0,12,2,0,4
MEG_7689|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAD,2,2,2,0,0,0,4,0,4,0,12,0,6,0,0,0,6,0,0,2
MEG_5172|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,4,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,5,0,1,0,8,4,12,2,3,3,12,19,0,0,5,0,1,0
MEG_170|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,2,0,2,0,2,4,0,0,0,0,0,0,0,0,2
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,1,2,2,2,0,0,2,0,2,107,2,0,0,4,0,0,0,0,4,0
MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation,2,0,2,2,0,2,0,0,10,0,0,2,3,2,0,0,0,0,0,2
MEG_1230|Metals|Iron_resistance|Iron_resistance_protein|BFRA,0,0,4,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,3,0,4,4,1,2,1,0,3,54,10,4,5,3,0,0,5,0,8,4
MEG_3000|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_7555|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,0,0,4,0,0,0,0,0,2,45,2,2,2,2,0,0,2,0,0,0
MEG_947|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1651|Drugs|betalactams|Class_A_betalactamases|CEPA,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
MEG_2314|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
MEG_2444|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID,0,2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,109,82,238,34,27,63,238,62,613,80,475,82,286,336,4,28,115,15,48,76
MEG_3568|Drugs|betalactams|Class_A_betalactamases|LEN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_3184|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,6,0,0,2,0,8,21,0,20,2,4,6,0,0,0,0,6,6
MEG_3439|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLS,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_1758|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,2,0,4,0,0,2,0,0,13,222,4,0,7,12,0,0,4,0,0,0
MEG_2044|Metals|Copper_resistance|Copper_resistance_protein|COPC,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MEG_1925|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,42,27,99,17,16,27,65,34,180,24,117,26,63,114,2,4,43,2,108,53
MEG_6511|Drugs|betalactams|Class_B_betalactamases|SIM,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
